,time,symbol,initial_order_id,exit_order_id,exit_type,price,amount,profit_loss,percentage
0,2024-07-31T05:00:32.463056,BTC/USDT,1742300725897423104,1742300734059538688,take-profit,62285.12,10,622851.2000000001,-6.728084099553741
1,2024-07-31T05:05:59.153424,BTC/USDT,1742303466170444032,1742303474567440640,stop-loss,62445.36,10,624453.6,-6.347880860253756
2,2024-07-31T05:21:26.095290,BTC/USDT,1742311234826758400,1742311249976584448,stop-loss,63029.9,10,630299.0,-5.471219892618253
3,2024-07-31T05:22:16.690594,BTC/USDT,1742311656136206592,1742311673358018816,stop-loss,63100.0,10,631000.0,-5.3660877650799375
